work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_location,remote_ratio,company_location,company_size,employee_residence
2022,Senior,Full Time,Machine Learning,150000,USD,150000,US,100,USA,Medium,USA
2022,Mid-level,Full Time,Data Analyst,150000,USD,150000,US,0,USA,Medium,USA
2022,Mid-level,Full Time,Data Analyst,100000,USD,100000,US,0,USA,Medium,USA
2022,Mid-level,Full Time,Data Scientist,150000,USD,150000,US,100,USA,Medium,USA
2022,Mid-level,Full Time,Data Scientist,127500,USD,127500,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,126500,USD,126500,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,51000,USD,51000,US,100,USA,Medium,USA
2022,Mid-level,Full Time,Data Engineer,260000,USD,260000,US,0,USA,Medium,USA
2022,Mid-level,Full Time,Data Engineer,175000,USD,175000,US,0,USA,Medium,USA
2022,Entry-level,Full Time,Data Scientist,40000,USD,40000,AU,100,PK,Medium,PK
2022,Entry-level,Full Time,Machine Learning,40000,USD,40000,PK,100,Australia,Medium,Australia
2022,Senior,Full Time,Data Engineer,250000,USD,250000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,63000,USD,63000,US,100,USA,Medium,USA
2022,Senior,Full Time,Machine Learning,210000,USD,210000,US,100,USA,Medium,USA
2022,Senior,Full Time,Machine Learning,160000,USD,160000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,272550,USD,272550,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,198200,USD,198200,US,100,USA,Medium,USA
2022,Mid-level,Full Time,Data Scientist,90000,EUR,94560,FR,100,France,Medium,France
2022,Mid-level,Full Time,Data Scientist,50000,EUR,52533,FR,100,France,Medium,France
2022,Senior,Full Time,Data Scientist,220000,USD,220000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,146000,USD,146000,US,0,USA,Medium,USA
2022,Mid-level,Full Time,Data Analyst,150000,USD,150000,US,0,USA,Medium,USA
2022,Mid-level,Full Time,Data Analyst,100000,USD,100000,US,0,USA,Medium,USA
2022,Senior,Full Time,Machine Learning,248400,USD,248400,CA,100,Canada,Medium,Canada
2022,Senior,Full Time,Machine Learning,183600,USD,183600,CA,100,Canada,Medium,Canada
2022,Mid-level,Full Time,Data Engineer,150000,USD,150000,US,100,USA,Medium,USA
2022,Mid-level,Full Time,Data Engineer,150000,USD,150000,US,100,USA,Medium,USA
2022,Entry-level,Full Time,Machine Learning,40000,USD,40000,PK,100,Australia,Medium,Australia
2022,Senior,Full Time,Data Scientist,4460000,INR,56723,IN,0,India,Large,India
2022,Mid-level,Full Time,Data Engineer,120000,USD,120000,US,0,USA,Medium,USA
2022,Mid-level,Full Time,Data Engineer,95000,USD,95000,US,0,USA,Medium,USA
2022,Entry-level,Full Time,Data Engineer,160000,USD,160000,US,0,USA,Medium,USA
2022,Entry-level,Full Time,Data Engineer,135000,USD,135000,US,0,USA,Medium,USA
2022,Entry-level,Full Time,Data Scientist,23000,EUR,24165,IT,50,IT,Medium,IT
2022,Senior,Full Time,Data Engineer,216000,USD,216000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,144000,USD,144000,US,100,USA,Medium,USA
2022,Entry-level,Full Time,Data Engineer,85000,USD,85000,US,0,USA,Medium,USA
2022,Entry-level,Full Time,Data Engineer,65000,USD,65000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Analyst,149000,USD,149000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Analyst,119000,USD,119000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,140000,USD,140000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,120000,USD,120000,US,0,USA,Medium,USA
2022,Mid-level,Full Time,Data Scientist,150000,USD,150000,US,0,USA,Medium,USA
2022,Mid-level,Full Time,Data Scientist,110000,USD,110000,US,0,USA,Medium,USA
2022,Senior,Full Time,Machine Learning,246000,USD,246000,US,100,USA,Medium,USA
2022,Senior,Full Time,Machine Learning,201000,USD,201000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,190000,USD,190000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,155000,USD,155000,US,0,USA,Medium,USA
2022,Senior,Full Time,Machine Learning,235000,USD,235000,US,100,USA,Medium,USA
2022,Senior,Full Time,Machine Learning,185000,USD,185000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,190000,USD,190000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,160000,USD,160000,US,100,USA,Medium,USA
2022,Entry-level,Full Time,Data Analyst,100000,USD,100000,US,100,USA,Medium,USA
2022,Mid-level,Full Time,Data Engineer,130000,USD,130000,US,0,USA,Medium,USA
2022,Mid-level,Full Time,Data Engineer,115000,USD,115000,US,0,USA,Medium,USA
2022,Mid-level,Full Time,Data Scientist,75000,GBP,92350,GB,0,United Kingdom,Medium,United Kingdom
2022,Mid-level,Full Time,Data Scientist,55000,GBP,67723,GB,0,United Kingdom,Medium,United Kingdom
2022,Mid-level,Full Time,Data Engineer,105000,USD,105000,US,0,USA,Medium,USA
2022,Mid-level,Full Time,Data Engineer,70000,USD,70000,US,0,USA,Medium,USA
2022,Senior,Full Time,Machine Learning,204500,USD,204500,US,0,USA,Medium,USA
2022,Senior,Full Time,Machine Learning,142200,USD,142200,US,0,USA,Medium,USA
2022,Senior,Full Time,Machine Learning,192000,USD,192000,US,100,USA,Medium,USA
2022,Senior,Full Time,Machine Learning,164000,USD,164000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,185900,USD,185900,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,129300,USD,129300,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,130000,USD,130000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,75000,USD,75000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,175000,USD,175000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,120000,USD,120000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,167500,USD,167500,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,106500,USD,106500,US,0,USA,Medium,USA
2022,Mid-level,Full Time,Data Analyst,75000,USD,75000,US,100,USA,Medium,USA
2022,Mid-level,Full Time,Data Analyst,60000,USD,60000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,184000,USD,184000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,142000,USD,142000,US,100,USA,Medium,USA
2022,Mid-level,Full Time,Data Scientist,145000,USD,145000,US,0,USA,Medium,USA
2022,Mid-level,Full Time,Data Scientist,100000,USD,100000,US,0,USA,Medium,USA
2022,Entry-level,Full Time,Machine Learning,10000,USD,10000,MA,50,MA,Small,MA
2022,Mid-level,Full Time,Data Scientist,2500000,INR,31795,IN,100,USA,Medium,USA
2022,Mid-level,Full Time,Data Engineer,198000,PLN,44365,PL,100,PL,Small,PL
2022,Senior,Full Time,Data Engineer,175000,USD,175000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,120000,USD,120000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,175000,USD,175000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,120000,USD,120000,US,0,USA,Medium,USA
2022,Expert,Full Time,Data Engineer,200000,USD,200000,US,0,USA,Medium,USA
2022,Expert,Full Time,Data Engineer,145000,USD,145000,US,0,USA,Medium,USA
2022,Mid-level,Full Time,Data Engineer,75000,GBP,92350,GB,100,United Kingdom,Medium,United Kingdom
2022,Mid-level,Full Time,Data Engineer,60000,GBP,73880,GB,100,United Kingdom,Medium,United Kingdom
2022,Senior,Full Time,Data Engineer,145000,USD,145000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,100000,USD,100000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,192000,USD,192000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,164000,USD,164000,US,100,USA,Medium,USA
2022,Expert,Full Time,Data Engineer,310000,USD,310000,US,100,USA,Medium,USA
2022,Expert,Full Time,Data Engineer,239000,USD,239000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Analyst,120000,USD,120000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Analyst,95000,USD,95000,US,0,USA,Medium,USA
2022,Senior,Full Time,Machine Learning,145000,USD,145000,US,0,USA,Medium,USA
2022,Senior,Full Time,Machine Learning,135000,USD,135000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,100000,USD,100000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,78000,USD,78000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,70000,EUR,73546,ES,0,Spain,Medium,Spain
2022,Senior,Full Time,Data Engineer,35000,EUR,36773,ES,0,Spain,Medium,Spain
2022,Mid-level,Full Time,Data Engineer,160000,USD,160000,US,100,USA,Medium,USA
2022,Mid-level,Full Time,Data Engineer,120000,USD,120000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,190000,USD,190000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,150000,USD,150000,US,0,USA,Medium,USA
2022,Mid-level,Full Time,Data Engineer,2800000,INR,35610,IN,50,India,Large,India
2022,Senior,Full Time,Machine Learning,125000,USD,125000,CO,100,Colombia,Large,Colombia
2022,Senior,Full Time,Data Engineer,120000,USD,120000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,95000,USD,95000,US,0,USA,Medium,USA
2022,Mid-level,Full Time,Data Analyst,150000,USD,150000,US,0,USA,Medium,USA
2022,Mid-level,Full Time,Data Analyst,100000,USD,100000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,45000,EUR,47280,ES,0,Spain,Medium,Spain
2022,Senior,Full Time,Data Scientist,36000,EUR,37824,ES,0,Spain,Medium,Spain
2022,Senior,Full Time,Data Analyst,115934,USD,115934,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Analyst,81666,USD,81666,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,175000,USD,175000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,140000,USD,140000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,120000,USD,120000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,95000,USD,95000,US,0,USA,Medium,USA
2022,Senior,Full Time,Machine Learning,249500,USD,249500,US,0,USA,Medium,USA
2022,Senior,Full Time,Machine Learning,149850,USD,149850,US,0,USA,Medium,USA
2022,Mid-level,Full Time,Data Analyst,122500,USD,122500,US,100,USA,Medium,USA
2022,Mid-level,Full Time,Data Analyst,100000,USD,100000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,249500,USD,249500,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,149850,USD,149850,US,0,USA,Medium,USA
2022,Entry-level,Full Time,Data Analyst,55000,USD,55000,US,0,USA,Medium,USA
2022,Entry-level,Full Time,Data Analyst,48000,USD,48000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,249500,USD,249500,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,149850,USD,149850,US,0,USA,Medium,USA
2022,Mid-level,Full Time,Machine Learning,56000,EUR,58837,FR,100,France,Small,France
2022,Senior,Full Time,Data Engineer,190000,USD,190000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,120000,USD,120000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Analyst,127000,USD,127000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Analyst,104000,USD,104000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,210000,USD,210000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,150000,USD,150000,US,100,USA,Medium,USA
2022,Senior,Full Time,Machine Learning,210000,USD,210000,US,100,USA,Medium,USA
2022,Senior,Full Time,Machine Learning,150000,USD,150000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,210000,USD,210000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,130000,USD,130000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,182750,USD,182750,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,161500,USD,161500,US,100,USA,Medium,USA
2022,Mid-level,Full Time,Data Analyst,102640,USD,102640,US,100,USA,Medium,USA
2022,Mid-level,Full Time,Data Analyst,66100,USD,66100,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,210000,USD,210000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,150000,USD,150000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,198800,USD,198800,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,122600,USD,122600,US,0,USA,Medium,USA
2022,Mid-level,Full Time,Data Engineer,130000,USD,130000,US,100,USA,Medium,USA
2022,Mid-level,Full Time,Data Engineer,80000,USD,80000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,136000,USD,136000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,104000,USD,104000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Analyst,150000,USD,150000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Analyst,100000,USD,100000,US,100,USA,Medium,USA
2022,Entry-level,Full Time,Data Engineer,160000,USD,160000,US,0,USA,Medium,USA
2022,Entry-level,Full Time,Data Engineer,135000,USD,135000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,216000,USD,216000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,144000,USD,144000,US,100,USA,Medium,USA
2022,Expert,Full Time,Data Scientist,159000,USD,159000,US,100,USA,Medium,USA
2022,Expert,Full Time,Data Scientist,130000,USD,130000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Analyst,115934,USD,115934,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Analyst,81666,USD,81666,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,215000,USD,215000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,150000,USD,150000,US,100,USA,Medium,USA
2022,Senior,Full Time,Machine Learning,246000,USD,246000,US,100,USA,Medium,USA
2022,Senior,Full Time,Machine Learning,201000,USD,201000,US,100,USA,Medium,USA
2022,Mid-level,Full Time,Data Engineer,187000,USD,187000,US,100,USA,Medium,USA
2022,Mid-level,Full Time,Data Engineer,153000,USD,153000,US,100,USA,Medium,USA
2022,Senior,Full Time,Machine Learning,255000,USD,255000,MX,100,Mexico,Medium,Mexico
2022,Senior,Full Time,Machine Learning,185000,USD,185000,MX,100,Mexico,Medium,Mexico
2022,Mid-level,Full Time,Data Analyst,350000,GBP,430967,GB,0,United Kingdom,Medium,United Kingdom
2022,Mid-level,Full Time,Data Analyst,45000,GBP,55410,GB,0,United Kingdom,Medium,United Kingdom
2022,Senior,Full Time,Data Analyst,48000,EUR,50432,ES,0,Spain,Medium,Spain
2022,Senior,Full Time,Data Analyst,38000,EUR,39925,ES,0,Spain,Medium,Spain
2022,Senior,Full Time,Data Analyst,169000,USD,169000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Analyst,110600,USD,110600,US,0,USA,Medium,USA
2022,Entry-level,Full Time,Data Analyst,58000,EUR,60938,DE,0,Germany,Large,Germany
2022,Senior,Full Time,Data Analyst,140000,USD,140000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Analyst,120000,USD,120000,US,100,USA,Medium,USA
2022,Mid-level,Full Time,Data Analyst,75000,USD,75000,US,100,USA,Medium,USA
2022,Mid-level,Full Time,Data Analyst,60000,USD,60000,US,100,USA,Medium,USA
2022,Senior,Full Time,Machine Learning,10000,USD,10000,CA,50,AL,Small,AL
2022,Entry-level,Full Time,Data Analyst,50000,USD,50000,US,50,USA,Large,USA
2022,Mid-level,Full Time,Machine Learning,134000,USD,134000,US,100,USA,Medium,USA
2022,Mid-level,Full Time,Machine Learning,124000,USD,124000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Analyst,166700,USD,166700,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Analyst,119000,USD,119000,US,0,USA,Medium,USA
2022,Entry-level,Full Time,Data Scientist,124234,USD,124234,US,0,USA,Medium,USA
2022,Entry-level,Full Time,Data Scientist,74540,USD,74540,US,0,USA,Medium,USA
2022,Mid-level,Full Time,Data Analyst,100000,USD,100000,US,100,USA,Medium,USA
2022,Mid-level,Full Time,Data Analyst,65000,USD,65000,US,100,USA,Medium,USA
2021,Mid-level,Full Time,Data Analyst,1250000,INR,16904,IN,50,India,Large,India
2022,Entry-level,Full Time,Machine Learning,200000,USD,200000,CA,50,Canada,Large,Canada
2022,Entry-level,Full Time,Machine Learning,12000,USD,12000,AR,100,AR,Large,AR
2022,Senior,Full Time,Data Engineer,220000,USD,220000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,146000,USD,146000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,65000,EUR,68293,ES,0,Spain,Medium,Spain
2022,Senior,Full Time,Data Engineer,35000,EUR,36773,ES,0,Spain,Medium,Spain
2022,Senior,Full Time,Data Analyst,110000,USD,110000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Analyst,70000,USD,70000,US,0,USA,Medium,USA
2022,Entry-level,Full Time,Data Analyst,50000,USD,50000,US,50,USA,Large,USA
2022,Senior,Full Time,Data Engineer,120000,USD,120000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,95000,USD,95000,US,0,USA,Medium,USA
2022,Mid-level,Full Time,Data Analyst,150000,USD,150000,US,0,USA,Medium,USA
2022,Mid-level,Full Time,Data Analyst,100000,USD,100000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,45000,EUR,47280,ES,0,Spain,Medium,Spain
2022,Senior,Full Time,Data Scientist,36000,EUR,37824,ES,0,Spain,Medium,Spain
2022,Senior,Full Time,Data Architect,190000,USD,190000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Architect,135000,USD,135000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,128000,USD,128000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,81500,USD,81500,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,173000,USD,173000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,110000,USD,110000,US,100,USA,Medium,USA
2022,Senior,Full Time,Machine Learning,192000,USD,192000,US,0,USA,Medium,USA
2022,Senior,Full Time,Machine Learning,120000,USD,120000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Analyst,115934,USD,115934,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Analyst,81666,USD,81666,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Analyst,120000,USD,120000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Analyst,95000,USD,95000,US,0,USA,Medium,USA
2022,Senior,Full Time,Machine Learning,190000,USD,190000,US,100,USA,Large,USA
2022,Senior,Full Time,Data Engineer,194000,USD,194000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,129400,USD,129400,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Analyst,201000,USD,201000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Analyst,89200,USD,89200,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,165000,USD,165000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,125000,USD,125000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,230000,USD,230000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,196000,USD,196000,US,100,USA,Medium,USA
2022,Mid-level,Full Time,Machine Learning,130000,USD,130000,US,0,USA,Medium,USA
2022,Mid-level,Full Time,Machine Learning,90000,USD,90000,US,0,USA,Medium,USA
2022,Mid-level,Full Time,Machine Learning,150000,USD,150000,US,100,USA,Medium,USA
2022,Mid-level,Full Time,Machine Learning,100000,USD,100000,US,100,USA,Medium,USA
2022,Mid-level,Full Time,Machine Learning,230000,USD,230000,US,0,USA,Medium,USA
2022,Mid-level,Full Time,Machine Learning,150000,USD,150000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,153600,USD,153600,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,106800,USD,106800,US,0,USA,Medium,USA
2022,Mid-level,Full Time,Machine Learning,130000,USD,130000,US,100,USA,Medium,USA
2022,Mid-level,Full Time,Machine Learning,100000,USD,100000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,216000,USD,216000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,144000,USD,144000,US,100,USA,Medium,USA
2022,Mid-level,Full Time,Data Scientist,180000,USD,180000,US,0,USA,Medium,USA
2022,Mid-level,Full Time,Data Scientist,120000,USD,120000,US,0,USA,Medium,USA
2022,Entry-level,Full Time,Data Engineer,160000,USD,160000,US,0,USA,Medium,USA
2022,Entry-level,Full Time,Data Engineer,135000,USD,135000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Analyst,192500,USD,192500,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Analyst,140000,USD,140000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,152500,USD,152500,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,130000,USD,130000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Analyst,65000,USD,65000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Analyst,55000,USD,55000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,178750,USD,178750,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,160000,USD,160000,US,0,USA,Medium,USA
2022,Mid-level,Full Time,Data Scientist,60000,EUR,63040,FR,100,France,Medium,France
2022,Mid-level,Full Time,Data Scientist,50000,EUR,52533,FR,100,France,Medium,France
2022,Mid-level,Full Time,Machine Learning,165000,USD,165000,US,0,USA,Medium,USA
2022,Mid-level,Full Time,Machine Learning,135000,USD,135000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Analyst,170000,USD,170000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Analyst,125000,USD,125000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,105000,USD,105000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,70000,USD,70000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,130000,USD,130000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,95000,USD,95000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,203500,USD,203500,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,152000,USD,152000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,197430,USD,197430,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,134760,USD,134760,US,100,USA,Medium,USA
2022,Mid-level,Full Time,Data Scientist,120000,USD,120000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,197000,USD,197000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,99000,USD,99000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,220000,USD,220000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,162000,USD,162000,US,100,USA,Medium,USA
2022,Mid-level,Full Time,Data Engineer,105120,EUR,110446,LT,0,LT,Medium,LT
2022,Mid-level,Full Time,Data Engineer,75360,EUR,79178,LT,0,LT,Medium,LT
2022,Mid-level,Full Time,Data Scientist,57000,GBP,70186,GB,0,United Kingdom,Medium,United Kingdom
2022,Mid-level,Full Time,Data Scientist,42000,GBP,51716,GB,0,United Kingdom,Medium,United Kingdom
2022,Senior,Full Time,Data Architect,149040,USD,149040,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Architect,113900,USD,113900,US,100,USA,Medium,USA
2020,Mid-level,Full Time,Data Analyst,95000,USD,95000,US,0,USA,Medium,USA
2021,Senior,Full Time,Data Analyst,115000,USD,115000,US,100,USA,Small,USA
2022,Senior,Full Time,Data Analyst,171000,USD,171000,US,100,Australia,Large,Australia
2022,Entry-level,Full Time,Data Analyst,13000,USD,13000,AR,100,AR,Small,AR
2022,Senior,Full Time,Data Engineer,100000,USD,100000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,78000,USD,78000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,120000,USD,120000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,95000,USD,95000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Analyst,110000,USD,110000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Analyst,70000,USD,70000,US,0,USA,Medium,USA
2022,Entry-level,Freelence,Data Analyst,50000,USD,50000,BE,100,USA,Small,USA
2022,Senior,Full Time,Data Scientist,185900,USD,185900,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,129300,USD,129300,US,0,USA,Medium,USA
2022,Mid-level,Full Time,Data Analyst,150000,USD,150000,US,0,USA,Medium,USA
2022,Mid-level,Full Time,Data Analyst,100000,USD,100000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,230000,USD,230000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,154600,USD,154600,US,100,USA,Medium,USA
2022,Senior,Full Time,Machine Learning,204500,USD,204500,US,0,USA,Medium,USA
2022,Senior,Full Time,Machine Learning,142200,USD,142200,US,0,USA,Medium,USA
2022,Mid-level,Full Time,Data Engineer,160000,USD,160000,US,100,USA,Medium,USA
2022,Mid-level,Full Time,Data Engineer,75000,USD,75000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,45000,EUR,47280,ES,0,Spain,Medium,Spain
2022,Senior,Full Time,Data Scientist,36000,EUR,37824,ES,0,Spain,Medium,Spain
2022,Senior,Full Time,Data Engineer,213000,USD,213000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,152000,USD,152000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,140000,USD,140000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,120000,USD,120000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,110000,USD,110000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Scientist,70000,USD,70000,US,0,USA,Medium,USA
2022,Senior,Full Time,Machine Learning,227200,USD,227200,CA,100,Canada,Medium,Canada
2022,Senior,Full Time,Machine Learning,168000,USD,168000,CA,100,Canada,Medium,Canada
2021,Entry-level,Full Time,Machine Learning,20000,USD,20000,AS,0,AS,Medium,AS
2022,Mid-level,Full Time,Data Scientist,61000,EUR,64090,DE,0,Germany,Medium,Germany
2022,Mid-level,Full Time,Data Scientist,58000,EUR,60938,DE,0,Germany,Medium,Germany
2022,Senior,Full Time,Machine Learning,243000,USD,243000,US,100,USA,Medium,USA
2022,Senior,Full Time,Machine Learning,183000,USD,183000,US,100,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,175000,USD,175000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,150000,USD,150000,US,0,USA,Medium,USA
2022,Mid-level,Full Time,Data Scientist,130000,USD,130000,US,100,USA,Medium,USA
2022,Mid-level,Full Time,Data Scientist,90000,USD,90000,US,100,USA,Medium,USA
2022,Mid-level,Full Time,Data Analyst,165000,USD,165000,US,0,USA,Medium,USA
2022,Mid-level,Full Time,Data Analyst,124000,USD,124000,US,0,USA,Medium,USA
2022,Senior,Full Time,Data Engineer,178000,USD,178000,CA,0,Canada,Medium,Canada
2022,Senior,Full Time,Data Engineer,132000,USD,132000,CA,0,Canada,Medium,Canada
